"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","1","src.test.java.challenges.a20201217_runningWater","test_running_water","","","","test_running_water[cap1-20-False]",""
"passed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.spiderMove","test_spider_move","","","","test_spider_move[0-10-1]",""
"passed","Sun Apr 25 20:24:21 GMT 2021","Sun Apr 25 20:24:21 GMT 2021","7","","mutateArr.TestMutator","","mutateArr.TestMutator","shouldMutateArray","[1] 5, [4, 0, 1, -2, 3], [4, 5, -1, 2, 1]",""
"failed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.adjacentSquare","test_adjacent_square","","","","test_adjacent_square[input_array3-expected_result3]",""
"failed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.adjacentSquare","test_adjacent_square","","","","test_adjacent_square[input_array8-expected_result8]",""
"passed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.spiderMove","test_spider_move","","","","test_spider_move[-3-0-1]",""
"failed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.a20201217_runningWater","test_running_water","","","","test_running_water[cap9-65-True]",""
"failed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.adjacentSquare","test_adjacent_square","","","","test_adjacent_square[input_array6-expected_result6]",""
"passed","Sun Apr 25 20:24:20 GMT 2021","Sun Apr 25 20:24:20 GMT 2021","49","","meanValueGroups.GroupCalculatorTest","","meanValueGroups.GroupCalculatorTest","show","show()",""
"passed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.spiderMove","test_spider_move","","","","test_spider_move[5-7-792]",""
"passed","Sun Apr 25 20:24:21 GMT 2021","Sun Apr 25 20:24:21 GMT 2021","3","","countPairs.CounterTest","","countPairs.CounterTest","shouldCounbtPairs","[2] [16, 1, 4, 2, 14], [7, 11, 2, 0, 15], 743, 4",""
"passed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.a20201126_marathonTaskScore","test_marathon_task_score","","","","test_solution_marathon_task_score[100-400-4-30-310]",""
"failed","Sun Apr 25 20:21:56 GMT 2021","Sun Apr 25 20:21:56 GMT 2021","0","src.test.java.challenges.adjacentSquare","test_adjacent_square","","","","test_adjacent_square[input_array7-expected_result7]",""
